model,seed,split,region,variable,metric_space,num_cases,MAE_mean,MAE_std,MAE_ci95,MAE_median,RMSE_mean,RMSE_std,RMSE_ci95,RMSE_median,R2_mean,R2_std,R2_ci95,R2_median
full_bagnn,2,test,airfoil,Cp,physical,160,0.1386916405870579,0.09014703215110607,0.013968427349194245,0.1051766574382782,0.26656032984610645,0.1794099986061171,0.02779986729954524,0.20940741151571274,0.8535060840990611,0.3384967110854794,0.052450608787798,0.9475151146960565
full_bagnn,2,test,airfoil,Cp,zscore,160,0.19417389242444189,0.12620948145675667,0.019556361761894712,0.14725156128406525,0.37319521259050814,0.2511812377292738,0.03892093601951154,0.29317881166934967,0.8535060870003278,0.3384967031885823,0.052450607564161124,0.947515116207295
full_bagnn,2,test,airfoil,U,physical,160,0.19600622467696666,0.14012320125459315,0.021712314980935208,0.1272934153676033,0.302462871838361,0.2042643770195977,0.03165109313464697,0.2006261944770813,nan,0.0,0.0,nan
full_bagnn,2,test,airfoil,U,zscore,160,0.015633990720380096,0.011176608280457292,0.0017318333954054077,0.010153272654861212,0.024125257844571025,0.016292677944975666,0.0025245766029960153,0.016002491116523743,-14879828962.802898,22364444691.950867,3465406607.7399483,-4505027271.347826
full_bagnn,2,test,airfoil,V,physical,160,0.06610667954664677,0.06180742462498108,0.009577159668081812,0.03996754810214043,0.12167343278415502,0.1415869811018501,0.02193913001814409,0.06042407266795635,nan,0.0,0.0,nan
full_bagnn,2,test,airfoil,V,zscore,160,0.007758669767645188,0.0072540832384519385,0.001124031843127964,0.00469082803465426,0.014280310872709378,0.016617482173803426,0.0025749055396767774,0.00709172454662621,nan,0.0,0.0,nan
full_bagnn,2,test,farfield,Cp,physical,160,0.0174271439173026,0.015570900298366101,0.002412735997949381,0.009021383710205555,0.02552730909665115,0.02452463582996887,0.003800131692434902,0.0121053047478199,-3.6985433053387937,9.248788983436471,1.4331147005106957,-0.08646365872240425
full_bagnn,2,test,farfield,Cp,zscore,160,0.024398704519262536,0.021799888697757237,0.003377927750130668,0.012630301993340254,0.03573926226818003,0.03433547949740238,0.005320337668524442,0.016947914846241474,-3.698543131256126,9.248787058573027,1.433114402250015,-0.08646376706720849
full_bagnn,2,test,farfield,U,physical,160,0.3846935833804309,0.2304064461074732,0.035701848706938155,0.29716646671295166,0.48783523952588437,0.27127501357243144,0.04203449884391672,0.3586827665567398,-7.018106584684131,17.218000318796047,2.6679567902841375,-3.0146333215840047
full_bagnn,2,test,farfield,U,zscore,160,0.03068422040087171,0.018377846673989732,0.0028476768449787163,0.02370284590870142,0.038911072281189264,0.021637633955395898,0.0033527861173264116,0.02860954124480486,-7.018115918700673,17.218022872306328,2.667960284986762,-3.0146405872655007
full_bagnn,2,test,farfield,V,physical,160,0.47243071426637473,0.4815502835710943,0.07461698949524635,0.20849790424108505,0.5457183861173689,0.49852556660068753,0.07724733685192274,0.2678258568048477,-8.662736086935208,22.924827010830096,3.5522387476590604,-1.4391352718563053
full_bagnn,2,test,farfield,V,zscore,160,0.055447244056267664,0.056517567974405325,0.00875748788801298,0.024470546282827854,0.06404871821869165,0.058509888323836926,0.009066201124525393,0.03143362142145634,-8.662748039148928,22.92492217809625,3.552253493979727,-1.4391355373104098
full_bagnn,2,test,global,Cp,physical,160,0.10781665269751102,0.07781468864457458,0.012057510925151118,0.07486876472830772,0.20086719237733633,0.1736717441747027,0.026910715563500873,0.12204322963953018,0.9008872327426662,0.1591085809527575,0.02465413004331186,0.9638139540985905
