model,seed,split,region,variable,metric_space,num_cases,MAE_mean,MAE_std,MAE_ci95,MAE_median,RMSE_mean,RMSE_std,RMSE_ci95,RMSE_median,R2_mean,R2_std,R2_ci95,R2_median
full_bagnn,1,test,airfoil,Cp,physical,160,0.13417203042190523,0.08609258661382087,0.013340184504394852,0.10187037661671638,0.25513098458759487,0.17024222058774052,0.026379305378121387,0.20343515276908875,0.8785229150771041,0.24815115052772346,0.03845141914328613,0.9508393068954542
full_bagnn,1,test,airfoil,Cp,zscore,160,0.18784625633852556,0.12053309796103547,0.018676797026660395,0.14262264221906662,0.3571936663938686,0.2383459738635826,0.0369320912784543,0.2848173975944519,0.8785229188218107,0.24815113692990728,0.03845141703628269,0.950839308463276
full_bagnn,1,test,airfoil,U,physical,160,0.14751101152505725,0.11124936537146368,0.017238267758282376,0.11450648680329323,0.2659881781321019,0.16732265656210515,0.025926914245432187,0.2195892408490181,nan,0.0,0.0,nan
full_bagnn,1,test,airfoil,U,zscore,160,0.011765881904284469,0.008873546710129509,0.0013749703078672548,0.009133357089012861,0.021215936477528886,0.013346102808050729,0.0020680000552502553,0.017515039071440697,-11032432505.434782,18327835104.09253,2839927471.9371586,-5396883187.869565
full_bagnn,1,test,airfoil,V,physical,160,0.08210408606100827,0.06188047290538234,0.009588478616397916,0.053163016214966774,0.13963717916049062,0.14551072606558318,0.022547120599251645,0.0730627030134201,nan,0.0,0.0,nan
full_bagnn,1,test,airfoil,V,zscore,160,0.009636218115338125,0.0072626576163264,0.0011253604567444747,0.006239523645490408,0.016388640939840115,0.017077996175358604,0.0026462629235030994,0.008575067855417728,nan,0.0,0.0,nan
full_bagnn,1,test,farfield,Cp,physical,160,0.018177918510627934,0.01682957566188264,0.0026077697661385612,0.01042686402797699,0.02595776843954809,0.026447346368991265,0.004098058777076422,0.013643745798617601,-4.083824019123354,10.37076464701453,1.6069666307437849,0.1745691554292339
full_bagnn,1,test,farfield,Cp,zscore,160,0.025449819199275227,0.023562084926550986,0.003650982884720892,0.014598031528294086,0.03634192334720865,0.03702735301636895,0.005737447791682757,0.01910179667174816,-4.083823735779575,10.37076189711021,1.6069662046416957,0.17456910585849195
full_bagnn,1,test,farfield,U,physical,160,0.3835903786122799,0.24884039345666242,0.03855821844160015,0.2624778151512146,0.44233489418402316,0.2646731078356644,0.04101152295164684,0.30672232806682587,-4.972814706563016,9.34515605861631,1.4480469335125272,-2.2628377343299286
full_bagnn,1,test,farfield,U,zscore,160,0.030596229690127076,0.01984818696746992,0.0030755084338616894,0.02093597035855055,0.03528185018803924,0.02111104673683962,0.0032711905824552457,0.024465013295412064,-4.9728244373101,9.345164065031057,1.4480481741193454,-2.262845703775177
full_bagnn,1,test,farfield,V,physical,160,0.39992588507011534,0.4015571766745169,0.06222192916482748,0.2083943709731102,0.45625685872510074,0.4091985782297737,0.06340597660292513,0.2565688341856003,-5.647872430598282,15.949794053042368,2.471446193492895,-0.3699930357379977
full_bagnn,1,test,farfield,V,zscore,160,0.0469376465305686,0.047129105086659136,0.007302730491804236,0.02445838414132595,0.05354898259975016,0.04802594735508758,0.007441697641041389,0.030112420208752155,-5.647880401985049,15.949859303994408,2.4714563042326643,-0.3699929957932985
full_bagnn,1,test,global,Cp,physical,160,0.0963377755600959,0.06280393549909132,0.009731570627772183,0.07145541906356812,0.16685187858529388,0.11861605042810149,0.01837974743390337,0.11490951851010323,0.9253674762752049,0.1265477374624163,0.019608775072990355,0.9689838010536735
full_bagnn,1,test,global,Cp,zscore,160,0.13487677213270216,0.08792804336599583,0.013624591474691647,0.10004046931862831,0.2335993599379435,0.16606725404326494,0.02573238760977966,0.16087795794010162,0.9253674766133327,0.12654773742901335,0.019608775067814513,0.968983800950742
