model,seed,epoch,lr,train_opt_loss_z,train_global_mse_z,train_airfoil_mse_z,val_opt_loss_z,val_global_mse_z,val_airfoil_mse_z
full_bagnn,1,1,0.0001,0.3512557490384411,0.36562794303541923,0.25779554245176495,0.19367026813780286,0.20697830928942304,0.10718098299321878
full_bagnn,1,2,0.0001,0.21202137557111017,0.2225023205303402,0.14386096500419593,0.15968506251998363,0.17059129143257365,0.08878282066966424
full_bagnn,1,3,0.0001,0.18149510240728453,0.19089006218814625,0.12039681055235114,0.13827787798948124,0.14767073612942708,0.07721482792146127
full_bagnn,1,4,0.0001,0.16300181462724916,0.17178090559655404,0.10590838099420269,0.13146287823448574,0.14007197135991553,0.07549570439366363
full_bagnn,1,5,0.0001,0.1479366753566346,0.15665690057574716,0.0912252439438102,0.12072219258356987,0.12872393816538852,0.06869910668976753
full_bagnn,1,6,0.0001,0.13653882090637257,0.14468162186107122,0.0835815739835472,0.10755725375156636,0.11492219962907763,0.05966222101427975
full_bagnn,1,7,0.0001,0.12785119373803946,0.1357182379202798,0.0766873668447632,0.10895850371328211,0.11736860489660687,0.054271502032253
full_bagnn,1,8,0.0001,0.12071711331838593,0.12790894156403576,0.07394362434660846,0.1028999391952556,0.11086947714721565,0.05106553416694673
full_bagnn,1,9,0.0001,0.11466842203751205,0.12148306004442289,0.07034915643616915,0.09726905909506724,0.1038497641156207,0.054452692617002287
full_bagnn,1,10,0.0001,0.10977786481724436,0.11646632360803336,0.06627685018530916,0.08799477547128835,0.09378235695002328,0.050347179792841694
full_bagnn,1,11,0.0001,0.10614407983464194,0.11252525816070581,0.06464291230384164,0.084691527738411,0.09018609713438516,0.04895978375149855
full_bagnn,1,12,0.0001,0.10176613384148242,0.10791988799909367,0.06174359665245089,0.08055128303113947,0.08439680085242399,0.0555186161448741
full_bagnn,1,13,0.0001,0.09961659808737032,0.10550434229554857,0.061323843049145094,0.0793032936963189,0.08385980446971854,0.04965296856461512
full_bagnn,1,14,0.0001,0.09660677384359145,0.10238039069892814,0.05905628171698941,0.08130256495765462,0.08704191196330958,0.04397196068260655
full_bagnn,1,15,0.0001,0.09433511418760268,0.09994137832690211,0.057873338308360785,0.07713442683735793,0.08164849792553118,0.04776269335495564
full_bagnn,1,16,0.0001,0.09218692970359521,0.09762132682560477,0.05684310514187693,0.07677695733053026,0.08141482791908777,0.0465861737683847
full_bagnn,1,17,0.0001,0.09017123480720204,0.09548206263527276,0.055630750400047634,0.0741906670444148,0.07788527081877585,0.050138666652146384
full_bagnn,1,18,0.0001,0.08807970902931658,0.09325952217372845,0.054391941844916414,0.07559259760638509,0.08040234008589099,0.044304226526499416
full_bagnn,1,19,0.0001,0.08670741443450929,0.09178760608556134,0.05366667720710188,0.07756913933423835,0.08315108414326529,0.04125930409324726
full_bagnn,1,20,0.0001,0.08497270240011447,0.08997326694819223,0.05244917684998478,0.07310822503592604,0.07792987296707402,0.04173711695345934
full_bagnn,1,21,0.0001,0.0845541225313765,0.08963245131863687,0.05152537636660294,0.07140117030599981,0.07575791738719802,0.04305707193329033
full_bagnn,1,22,0.0001,0.08275754803999903,0.08767540527597822,0.05077422439713891,0.08166318257241065,0.08669643628263791,0.04890614467574915
full_bagnn,1,23,0.0001,0.08158612470589827,0.08642862528326727,0.0500923516795036,0.0773285622400646,0.08282366526324013,0.04156797734964203
full_bagnn,1,24,0.0001,0.0807832228507695,0.08557585006239578,0.04961394344504511,0.06392138308326828,0.06772400414352191,0.03919289374002399
full_bagnn,1,25,0.0001,0.07892409754951371,0.08367614458145888,0.04801957317851028,0.08015206866879741,0.08617078077488001,0.04098623018536892
full_bagnn,1,26,0.0001,0.07866858414673036,0.08346015504191416,0.047505218769884644,0.06861850787657776,0.07211506694864699,0.04587730475196754
full_bagnn,1,27,0.0001,0.07686946099451877,0.08147729096324793,0.04690132917666223,0.07516744164173353,0.08107379884607385,0.036748258039072036
full_bagnn,1,28,0.0001,0.07621216490005872,0.08078205512520453,0.04649122716951948,0.06864364354627289,0.071900098239384,0.04745131202661996
full_bagnn,1,29,0.0001,0.07532289075352172,0.07977771384422944,0.04634892099291473,0.06794837530290206,0.07288698467389434,0.035811183012752316
full_bagnn,1,30,0.0001,0.075032395687938,0.0795372211191614,0.04573301466265827,0.06772690019920465,0.07238604184031712,0.037405503254989106
full_bagnn,1,31,0.0001,0.0731131569655847,0.07751481141646006,0.044485166908550734,0.06285534166293677,0.06699449822422612,0.03592356266415909
full_bagnn,1,32,0.0001,0.07279401106621342,0.07724596431160251,0.043839949197947654,0.06310870223031902,0.06750044984780154,0.034542705750643346
full_bagnn,1,33,0.0001,0.07276620231649196,0.07720960115086617,0.04386711388188329,0.06106086116040044,0.0653192256920685,0.03335819160618463
full_bagnn,1,34,0.0001,0.07170316504543267,0.07606615810257307,0.04332614810913944,0.06811341550928683,0.07275119539423301,0.03793277364490215
full_bagnn,1,35,0.0001,0.07092042063768805,0.0752632746847757,0.042675391361894154,0.0592655028736032,0.0634757257073227,0.03188329848860913
full_bagnn,1,36,0.0001,0.07047063724809172,0.07476062882024118,0.042569417849343164,0.06190978729201194,0.06517274798942771,0.040683891764505105
full_bagnn,1,37,0.0001,0.0688320354387729,0.07301779622105449,0.04160878781149466,0.05675889601988808,0.06051482132752649,0.03232603571779906
full_bagnn,1,38,0.0001,0.06912792268480882,0.07338611290527071,0.04143327295362598,0.06074882139912263,0.06485164199919874,0.03406381121096094
full_bagnn,1,39,0.0001,0.06808587757616301,0.07233894524129708,0.04042519616798812,0.05848051152261931,0.06203455162861142,0.03535885726468975
full_bagnn,1,40,0.0001,0.06758494203816674,0.07178638081670097,0.04026051133568476,0.05997908094623698,0.06453627091861816,0.030334356355249253
full_bagnn,1,41,0.0001,0.06671727172637965,0.07086196204150456,0.03976106745962887,0.06329393827338033,0.06843365820340055,0.02986217158643505
full_bagnn,1,42,0.0001,0.06666827743502977,0.07084700907391013,0.03949094506211572,0.06211642279408982,0.06713768262848552,0.029466296385850854
full_bagnn,1,43,0.0001,0.06658576927987882,0.07070576084024693,0.039788888381403265,0.05542425576316537,0.05917181517816213,0.031052794671413517
full_bagnn,1,44,0.0001,0.06530655533221444,0.06941177531466171,0.038606809519271916,0.05775623624389458,0.061903789335934496,0.030779812991627326
full_bagnn,1,45,0.0001,0.06509265073171898,0.06917177369181177,0.03856299872159572,0.055441144809269816,0.05921729619339171,0.03088824434263043
full_bagnn,1,46,0.0001,0.06464546925828765,0.0687692333181553,0.03782598895167642,0.06028397173503498,0.06516367514719815,0.028535453738487926
full_bagnn,1,47,0.0001,0.06470133564245255,0.06883311414356454,0.03782910114349991,0.0626617511000417,0.06812939794910629,0.02707945663728231
